product_id,name,category,price,stock_qty
95,Running Shoes 185,Sports,246.56,781
96,Hat 485,Clothing,74.66,2164
97,Jeans 440,Clothing,137.33,3260
98,Children's Book 765,Books,23.13,4306
99,Biography 056,Books,77.49,3287
100,Air Fryer 074,Home & Kitchen,109.18,4627
101,Jeans 460,Clothing,253.87,2937
102,History Book 194,Books,74.48,4085
103,Face Mask 887,Beauty,91.28,85
104,Textbook 200,Books,17.24,4522
105,Sunscreen 768,Beauty,39.83,3422
106,Body Lotion 231,Beauty,102.57,1604
107,Fiction Novel 972,Books,15.41,3522
108,Monitor 026,Electronics,332.75,4663
109,Bicycle Helmet 498,Sports,163.46,2110
110,Tablet 342,Electronics,537.04,1294
111,Perfume 066,Beauty,11.3,3049
112,Sneakers 483,Clothing,64.19,351
113,Smartwatch 150,Electronics,1901.13,3269
114,Cookbook 736,Books,70.27,3837
115,Running Shoes 608,Sports,48.88,4493
116,Running Shoes 647,Sports,375.8,2853
117,Resistance Bands 242,Sports,188.58,4042
118,Nail Polish 750,Beauty,72.26,226
119,Tennis Racket 608,Sports,71.45,3078
120,Speaker 288,Electronics,136.11,1104
121,Toaster 609,Home & Kitchen,185.17,533
122,Cookbook 323,Books,75.6,3730
123,Jeans 710,Clothing,226.13,759
124,Camping Tent 353,Sports,131.93,4760
125,Hat 731,Clothing,97.57,584
126,Fiction Novel 581,Books,14.13,3046
127,Tablet 828,Electronics,403.01,3630
128,Blanket 742,Home & Kitchen,194.72,3078
129,Blanket 349,Home & Kitchen,149.65,4700
130,Biography 209,Books,73.33,4162
131,Toaster 445,Home & Kitchen,216.15,4332
132,Webcam 563,Electronics,298.29,4896
133,Perfume 177,Beauty,100.57,1357
134,Toaster 172,Home & Kitchen,322.49,1062
135,Shampoo 447,Beauty,136.07,3483
136,Moisturizer 331,Beauty,128.22,2741
137,Shampoo 712,Beauty,129.47,4337
138,Moisturizer 577,Beauty,44.79,2134
139,Nail Polish 620,Beauty,131.45,684
140,Hat 632,Clothing,203.22,2227
141,Textbook 945,Books,40.52,4372
142,Keyboard 295,Electronics,1395.32,2887
143,Boots 904,Clothing,161.06,2729
144,Lip Balm 441,Beauty,119.53,4692
145,Sneakers 828,Clothing,69.67,4564
146,Moisturizer 253,Beauty,95.87,499
147,Dress 244,Clothing,161.76,4106
148,Face Mask 197,Beauty,58.37,395
149,Nail Polish 851,Beauty,125.21,4934
150,Blanket 461,Home & Kitchen,185.31,2967
151,Self-Help Book 326,Books,32.59,4527
152,Boots 625,Clothing,159.98,3862
153,Smartwatch 505,Electronics,1716.13,2440
154,Pillow 030,Home & Kitchen,40.86,4572
155,Pillow 716,Home & Kitchen,107.81,727
156,History Book 532,Books,34.86,2155
157,Lip Balm 220,Beauty,99.59,2214
158,Lamp 820,Home & Kitchen,101.43,4753
159,Jacket 323,Clothing,194.75,2666
160,Conditioner 223,Beauty,112.98,4505
161,Cookware Set 854,Home & Kitchen,379.86,2537
162,History Book 333,Books,36.12,4923
163,Tablet 956,Electronics,1435.69,2158
164,Sneakers 492,Clothing,113.96,312
165,Yoga Mat 105,Sports,249.05,791
166,Blanket 884,Home & Kitchen,295.71,4630
167,Body Lotion 999,Beauty,43.26,4729
168,Hat 809,Clothing,102.23,2974
169,Cookware Set 219,Home & Kitchen,103.77,1310
170,Jacket 470,Clothing,163.47,2725
171,Art Book 497,Books,9.13,2656
172,Body Lotion 804,Beauty,99.13,2551
173,Textbook 348,Books,64.72,4859
174,Eye Cream 489,Beauty,55.19,2208
175,Body Lotion 923,Beauty,36.09,2344
176,Air Fryer 056,Home & Kitchen,134.28,2178
177,Face Mask 648,Beauty,77.0,398
178,Laptop 855,Electronics,179.93,3937
179,Vacuum 428,Home & Kitchen,384.66,3841
180,Coffee Maker 987,Home & Kitchen,200.25,3622
181,Self-Help Book 611,Books,10.07,1510
182,Textbook 914,Books,65.79,4615
183,T-Shirt 700,Clothing,200.47,41
184,Knife Set 463,Home & Kitchen,133.16,4038
185,Smartphone 207,Electronics,1270.0,4718
186,Air Fryer 154,Home & Kitchen,183.73,1677
187,Smartwatch 034,Electronics,137.7,749
188,Vacuum 302,Home & Kitchen,41.71,3965
189,Eye Cream 649,Beauty,96.3,2706
190,Vacuum 321,Home & Kitchen,439.02,1813
191,Dumbbells 499,Sports,292.59,3548
192,Laptop 722,Electronics,1334.68,1600
193,T-Shirt 516,Clothing,213.34,4666
194,Body Lotion 812,Beauty,60.51,215
195,Travel Guide 324,Books,42.16,3665
196,Blanket 322,Home & Kitchen,425.83,3493
197,Water Bottle 262,Sports,77.98,4261
198,Tennis Racket 603,Sports,384.61,422
199,Water Bottle 410,Sports,398.38,2490
200,Blender 217,Home & Kitchen,222.86,1999
201,Blanket 093,Home & Kitchen,412.15,2956
202,Hoodie 700,Clothing,160.37,471
203,Sneakers 016,Clothing,112.07,3775
204,Face Mask 538,Beauty,126.29,3613
205,Travel Guide 459,Books,20.48,4663
206,Swim Goggles 757,Sports,47.65,625
207,Laptop 656,Electronics,950.84,2213
208,Blender 854,Home & Kitchen,23.95,3563
209,Textbook 207,Books,39.11,159
210,Hoodie 031,Clothing,127.72,2670
211,History Book 148,Books,55.52,1332
212,Tennis Racket 179,Sports,375.8,398
213,Blender 446,Home & Kitchen,395.08,36
214,Textbook 548,Books,6.66,3525
215,Cookware Set 042,Home & Kitchen,70.32,2429
216,Lamp 184,Home & Kitchen,350.56,1229
217,Body Lotion 349,Beauty,105.05,4756
218,Tablet 839,Electronics,1496.34,3237
219,Smartphone 326,Electronics,918.34,1810
220,Textbook 536,Books,26.79,1119
221,Water Bottle 644,Sports,46.49,3202
222,Basketball 431,Sports,279.67,3988
223,Basketball 858,Sports,378.49,1932
224,Lamp 619,Home & Kitchen,409.92,3231
225,Charger 798,Electronics,338.99,1925
226,Children's Book 407,Books,59.8,970
227,Shorts 651,Clothing,165.11,3898
228,Shorts 208,Clothing,235.76,3207
229,Pillow 050,Home & Kitchen,275.17,4818
230,Knife Set 585,Home & Kitchen,468.75,2561
231,Yoga Mat 438,Sports,310.87,2741
232,Tablet 632,Electronics,914.45,2556
233,Laptop 484,Electronics,219.08,1129
234,Face Mask 501,Beauty,113.87,1369
235,Conditioner 983,Beauty,85.78,223
236,Shampoo 954,Beauty,24.29,1159
237,Jeans 989,Clothing,144.78,613
238,Running Shoes 729,Sports,186.85,2295
239,Air Fryer 816,Home & Kitchen,431.8,2635
240,Self-Help Book 168,Books,78.97,2289
241,Cookbook 042,Books,51.73,4708
242,Science Book 798,Books,52.7,1148
243,Cookware Set 395,Home & Kitchen,455.01,2861
244,Blender 190,Home & Kitchen,159.88,1194
245,Running Shoes 785,Sports,208.7,2572
246,Webcam 932,Electronics,984.6,708
247,Yoga Mat 325,Sports,348.56,3599
248,Biography 397,Books,30.12,970
249,Dumbbells 305,Sports,116.58,4886
250,Boots 357,Clothing,168.68,2648
251,Perfume 315,Beauty,22.59,4713
252,Biography 999,Books,21.23,2272
253,Perfume 275,Beauty,126.84,1914
254,Socks 720,Clothing,81.34,1846
255,Eye Cream 961,Beauty,34.76,1719
256,Face Mask 857,Beauty,81.98,2139
257,History Book 588,Books,76.37,584
258,Water Bottle 317,Sports,325.93,4294
259,History Book 288,Books,69.8,4825
260,Coffee Maker 213,Home & Kitchen,487.39,3667
261,Shorts 668,Clothing,254.05,3842
262,Conditioner 006,Beauty,48.49,3219
263,Jacket 086,Clothing,149.12,2205
264,Self-Help Book 178,Books,66.51,4011
265,Smartphone 728,Electronics,1807.89,2437
266,Coffee Maker 063,Home & Kitchen,179.81,3883
267,Conditioner 718,Beauty,70.69,294
268,Camping Tent 263,Sports,350.72,2064
269,Moisturizer 207,Beauty,88.97,3896
270,Nail Polish 372,Beauty,26.7,2652
271,Vacuum 238,Home & Kitchen,97.29,2697
272,Pillow 462,Home & Kitchen,269.19,3609
273,Dumbbells 788,Sports,333.89,1272
274,Shampoo 015,Beauty,91.27,4335
275,Basketball 298,Sports,126.43,549
276,Hoodie 966,Clothing,38.43,4764
277,Basketball 988,Sports,297.91,3655
278,Lip Balm 441,Beauty,49.04,2930
279,Coffee Maker 854,Home & Kitchen,494.0,101
280,Smartwatch 811,Electronics,899.94,4633
281,Swim Goggles 704,Sports,356.57,2172
282,Science Book 702,Books,36.77,3573
283,Toaster 895,Home & Kitchen,98.26,2613
284,Art Book 034,Books,54.08,19
285,Webcam 214,Electronics,1734.19,1615
286,Tablet 733,Electronics,947.71,81
287,Self-Help Book 506,Books,79.95,649
288,Charger 702,Electronics,563.81,640
289,Smartphone 720,Electronics,1876.12,789
290,Blanket 581,Home & Kitchen,359.3,3155
291,Children's Book 357,Books,56.66,4253
292,Coffee Maker 614,Home & Kitchen,83.71,3354
293,Textbook 212,Books,76.61,1486
294,Basketball 627,Sports,349.44,4002
295,Bicycle Helmet 192,Sports,299.6,1746
296,Jacket 110,Clothing,291.1,1989
297,Face Mask 078,Beauty,28.09,1524
298,Cookbook 168,Books,74.53,3743
299,Self-Help Book 292,Books,19.03,398
300,Lip Balm 482,Beauty,27.27,1278
301,Swim Goggles 954,Sports,247.66,611
302,Sneakers 758,Clothing,232.72,4797
303,Children's Book 001,Books,27.66,3862
304,Air Fryer 319,Home & Kitchen,399.53,4005
305,Webcam 993,Electronics,362.23,105
306,Biography 312,Books,33.2,182
307,Dress 500,Clothing,38.94,2514
308,Shampoo 714,Beauty,50.68,2833
309,Cookbook 316,Books,73.91,3385
310,Keyboard 926,Electronics,1353.16,1293
311,Eye Cream 531,Beauty,76.39,3368
312,Running Shoes 958,Sports,379.93,3932
313,Smartwatch 445,Electronics,484.13,4433
314,Speaker 689,Electronics,1183.94,3578
315,Smartphone 838,Electronics,1823.53,4291
316,History Book 832,Books,79.43,443
317,Running Shoes 047,Sports,382.03,4559
318,Dress 763,Clothing,188.03,1476
319,Bicycle Helmet 807,Sports,243.71,2095
320,Shorts 221,Clothing,21.07,937
321,Resistance Bands 044,Sports,86.18,4683
322,Hat 057,Clothing,14.79,1013
323,Sneakers 974,Clothing,119.78,4418
324,Fiction Novel 800,Books,34.52,3492
325,Webcam 599,Electronics,1478.57,4054
326,Textbook 431,Books,66.58,2895
327,Dumbbells 041,Sports,218.69,4454
328,Pillow 204,Home & Kitchen,494.42,4777
329,Speaker 064,Electronics,1137.76,3696
330,Pillow 195,Home & Kitchen,32.35,2832
331,Fiction Novel 355,Books,58.26,47
332,Toaster 276,Home & Kitchen,434.18,1973
333,Cookware Set 899,Home & Kitchen,158.36,2000
334,Dress 411,Clothing,160.08,4835
335,Pillow 187,Home & Kitchen,230.41,1443
336,Children's Book 492,Books,16.59,2539
337,Cookbook 291,Books,60.64,108
338,Moisturizer 414,Beauty,118.1,4093
339,Moisturizer 128,Beauty,20.47,4271
340,Science Book 880,Books,58.74,3925
341,T-Shirt 462,Clothing,72.67,181
342,Fiction Novel 018,Books,36.9,1079
343,Biography 626,Books,16.3,2212
344,Perfume 524,Beauty,107.26,4384
345,Jacket 388,Clothing,174.12,560
346,Hoodie 259,Clothing,59.34,846
347,Hoodie 464,Clothing,169.64,4637
348,Conditioner 012,Beauty,24.54,582
349,Shorts 787,Clothing,270.35,4666
350,Swim Goggles 718,Sports,288.66,3256
351,Conditioner 985,Beauty,105.73,1480
352,Toaster 526,Home & Kitchen,57.0,1309
353,Socks 153,Clothing,230.72,4174
354,Swim Goggles 058,Sports,124.45,3741
355,Conditioner 790,Beauty,58.65,504
356,Running Shoes 441,Sports,179.57,2932
357,Toaster 058,Home & Kitchen,376.59,2417
358,Travel Guide 392,Books,61.17,3614
359,Running Shoes 870,Sports,83.05,2315
360,Hoodie 074,Clothing,140.02,1059
361,Smartwatch 336,Electronics,1626.44,1794
362,Resistance Bands 258,Sports,16.1,3875
363,Eye Cream 774,Beauty,102.74,4583
364,Water Bottle 963,Sports,328.71,1662
365,Coffee Maker 188,Home & Kitchen,117.69,1337
366,Monitor 054,Electronics,1537.89,31
367,Boots 691,Clothing,296.86,3493
368,Boots 564,Clothing,185.6,4248
369,Sunscreen 329,Beauty,88.49,4713
370,Bicycle Helmet 859,Sports,167.99,2036
371,Dress 355,Clothing,18.54,1029
372,Charger 842,Electronics,424.07,4948
373,Moisturizer 469,Beauty,62.6,2584
374,Perfume 196,Beauty,125.9,2257
375,Socks 412,Clothing,261.73,3809
376,Tennis Racket 751,Sports,394.87,1360
377,Yoga Mat 815,Sports,250.97,446
378,Hoodie 833,Clothing,248.66,1303
379,Textbook 842,Books,78.46,4658
380,Perfume 071,Beauty,66.32,1200
381,Sunscreen 074,Beauty,143.83,3555
382,Cookbook 729,Books,71.8,1195
383,Speaker 794,Electronics,855.21,843
384,Fiction Novel 864,Books,19.32,939
385,Hoodie 443,Clothing,168.19,2364
386,Body Lotion 670,Beauty,120.69,4090
387,Eye Cream 716,Beauty,72.26,4479
388,Bicycle Helmet 456,Sports,84.27,2435
389,Headphones 595,Electronics,1697.48,3527
390,Lip Balm 087,Beauty,67.71,4041
391,Boots 195,Clothing,200.5,617
392,Boots 882,Clothing,230.66,1465
393,Toaster 873,Home & Kitchen,371.32,2129
394,Textbook 381,Books,77.05,4961
395,Travel Guide 995,Books,51.96,2383
396,Running Shoes 347,Sports,399.69,830
397,Blender 684,Home & Kitchen,348.48,3874
398,Sunscreen 322,Beauty,111.01,3325
399,Laptop 493,Electronics,1037.76,1188
400,Science Book 524,Books,33.18,3780
401,Speaker 270,Electronics,295.57,4569
402,Eye Cream 357,Beauty,44.86,557
403,Blender 337,Home & Kitchen,241.63,74
404,Lamp 406,Home & Kitchen,417.69,4399
405,Charger 177,Electronics,1812.26,3748
406,Headphones 616,Electronics,1341.08,132
407,Socks 273,Clothing,72.86,1335
408,Jeans 084,Clothing,241.13,3973
409,Keyboard 340,Electronics,653.12,2991
410,Swim Goggles 076,Sports,324.36,3888
411,Lamp 167,Home & Kitchen,178.79,2204
412,Running Shoes 994,Sports,289.46,2351
413,Swim Goggles 769,Sports,141.17,1543
414,Swim Goggles 824,Sports,356.72,3406
415,Moisturizer 886,Beauty,43.93,3133
416,Lip Balm 120,Beauty,128.96,870
417,Speaker 621,Electronics,1667.95,4203
418,Tennis Racket 383,Sports,355.28,4277
419,Nail Polish 094,Beauty,21.54,558
420,Hat 977,Clothing,171.32,143
421,Headphones 145,Electronics,1432.32,3805
422,Basketball 485,Sports,269.67,836
423,Camping Tent 704,Sports,120.62,2730
424,Knife Set 509,Home & Kitchen,126.15,284
425,Face Mask 348,Beauty,91.64,4630
426,Air Fryer 808,Home & Kitchen,111.99,2513
427,Keyboard 537,Electronics,592.52,1097
428,Laptop 006,Electronics,1153.85,4720
429,Moisturizer 350,Beauty,116.52,2489
430,Lip Balm 536,Beauty,118.01,874
431,Biography 111,Books,66.67,2722
432,Smartphone 975,Electronics,1948.77,1046
433,Conditioner 650,Beauty,51.46,819
434,Boots 300,Clothing,63.95,4420
435,Smartphone 914,Electronics,1683.17,1507
436,Laptop 991,Electronics,1417.31,2915
437,Face Mask 096,Beauty,66.29,2711
438,Lip Balm 201,Beauty,83.89,4785
439,Dress 907,Clothing,270.31,164
440,Conditioner 674,Beauty,60.63,1142
441,Bicycle Helmet 869,Sports,195.91,1756
442,Science Book 403,Books,33.95,3750
443,Blender 845,Home & Kitchen,27.1,2929
444,Sunscreen 312,Beauty,57.07,3060
445,History Book 278,Books,48.6,2465
446,Perfume 829,Beauty,40.83,3041
447,Webcam 598,Electronics,862.43,1895
448,Keyboard 019,Electronics,516.76,4859
449,Shampoo 537,Beauty,56.3,52
450,Shorts 486,Clothing,104.19,1309
451,Resistance Bands 121,Sports,41.45,3883
452,Travel Guide 744,Books,72.45,576
453,Art Book 080,Books,68.57,3627
454,Self-Help Book 311,Books,38.64,3310
455,Vacuum 705,Home & Kitchen,153.78,444
456,Tablet 051,Electronics,524.7,2183
457,T-Shirt 124,Clothing,126.26,987
458,History Book 089,Books,71.66,4701
459,Cookbook 650,Books,9.43,3153
460,Jacket 464,Clothing,118.21,1734
461,Textbook 901,Books,42.82,1398
462,Body Lotion 491,Beauty,87.83,4434
463,Boots 887,Clothing,212.07,1912
464,Laptop 088,Electronics,1696.48,3064
465,Eye Cream 839,Beauty,36.43,514
466,Headphones 272,Electronics,153.57,258
467,Pillow 442,Home & Kitchen,28.02,2686
468,Art Book 094,Books,51.12,4924
469,Water Bottle 074,Sports,46.8,2223
470,Headphones 417,Electronics,114.68,2273
471,History Book 157,Books,6.79,995
472,Travel Guide 149,Books,30.0,2774
473,Running Shoes 084,Sports,194.22,437
474,Self-Help Book 793,Books,29.46,3487
475,Swim Goggles 111,Sports,149.08,1541
476,Webcam 138,Electronics,1238.43,41
477,Boots 966,Clothing,139.83,1026
478,Cookware Set 560,Home & Kitchen,456.01,3798
479,Face Mask 445,Beauty,5.99,1069
480,Bicycle Helmet 669,Sports,88.38,4001
481,Children's Book 599,Books,43.64,3038
482,Dumbbells 949,Sports,324.97,3907
483,Moisturizer 244,Beauty,28.41,3645
484,Smartphone 640,Electronics,1904.41,4196
485,Hat 701,Clothing,293.25,2194
486,Tablet 709,Electronics,1863.4,3122
487,Biography 850,Books,66.37,642
488,Fiction Novel 004,Books,78.23,964
489,Smartphone 613,Electronics,1868.32,2212
490,Lamp 550,Home & Kitchen,409.23,2596
491,Boots 659,Clothing,34.01,1583
492,Laptop 048,Electronics,393.75,4692
493,Coffee Maker 659,Home & Kitchen,121.07,2218
494,Hoodie 430,Clothing,207.99,2448
495,Socks 039,Clothing,97.13,2150
496,Hat 293,Clothing,133.31,2227
497,Dumbbells 152,Sports,23.26,3414
498,Nail Polish 062,Beauty,46.75,3555
499,Science Book 674,Books,14.29,2505
500,Art Book 233,Books,54.99,4150
501,Charger 497,Electronics,179.44,4183
502,Dress 335,Clothing,93.76,2288
503,Charger 552,Electronics,844.2,944
504,Headphones 608,Electronics,541.94,658
505,Bicycle Helmet 624,Sports,301.11,2963
506,Sunscreen 911,Beauty,19.37,479
507,Perfume 593,Beauty,81.37,2641
508,Eye Cream 207,Beauty,74.58,3794
509,Hat 056,Clothing,212.71,2464
510,Hat 172,Clothing,73.28,1521
511,Vacuum 338,Home & Kitchen,223.21,4107
512,Vacuum 333,Home & Kitchen,59.15,3253
513,Webcam 568,Electronics,168.73,1597
514,History Book 072,Books,73.5,35
515,Travel Guide 796,Books,56.54,984
516,Coffee Maker 258,Home & Kitchen,409.64,864
517,Face Mask 252,Beauty,90.71,3284
518,History Book 534,Books,73.98,4535
519,Dress 219,Clothing,113.03,3768
520,Jeans 488,Clothing,181.14,2224
521,History Book 326,Books,51.79,1708
522,Boots 393,Clothing,215.43,2311
523,Basketball 301,Sports,210.33,4255
524,Yoga Mat 739,Sports,91.3,1353
525,Face Mask 658,Beauty,69.51,4389
526,Nail Polish 833,Beauty,81.13,3950
527,Art Book 483,Books,79.56,2880
528,Headphones 834,Electronics,77.16,4708
529,Jacket 294,Clothing,282.53,4973
530,Hat 769,Clothing,255.23,2979
531,Bicycle Helmet 036,Sports,221.26,2274
532,Perfume 146,Beauty,27.34,341
533,Sunscreen 088,Beauty,148.32,3781
534,Camping Tent 670,Sports,385.99,3911
535,Lamp 831,Home & Kitchen,282.31,4866
536,Blender 336,Home & Kitchen,188.98,1579
537,Basketball 987,Sports,303.4,4074
538,Running Shoes 755,Sports,157.36,3366
539,Eye Cream 089,Beauty,14.77,272
540,T-Shirt 800,Clothing,41.58,25
541,Camping Tent 841,Sports,17.54,891
542,Shorts 502,Clothing,246.3,1101
543,Biography 077,Books,38.93,574
544,Fiction Novel 163,Books,8.59,3593
545,Biography 123,Books,42.93,3313
546,Vacuum 801,Home & Kitchen,103.47,1555
547,Fiction Novel 256,Books,17.43,3106
548,Hat 484,Clothing,194.22,4522
549,Cookware Set 524,Home & Kitchen,366.32,1706
550,Running Shoes 820,Sports,21.93,2472
551,Hoodie 564,Clothing,263.86,1018
552,Toaster 841,Home & Kitchen,136.73,4200
553,Blanket 100,Home & Kitchen,406.92,1753
554,Keyboard 476,Electronics,1394.43,4297
555,Tennis Racket 921,Sports,208.85,4730
556,Headphones 222,Electronics,152.43,1885
557,Vacuum 559,Home & Kitchen,329.22,2215
558,Self-Help Book 146,Books,53.45,3643
559,Lamp 159,Home & Kitchen,450.66,4426
560,Smartwatch 091,Electronics,840.13,3038
561,Fiction Novel 993,Books,79.91,2782
562,Pillow 342,Home & Kitchen,210.88,3257
563,Science Book 581,Books,69.95,4372
564,History Book 704,Books,56.38,558
565,Socks 170,Clothing,108.4,4180
566,Yoga Mat 491,Sports,16.12,1795
567,Headphones 651,Electronics,217.13,339
568,Lip Balm 989,Beauty,137.24,4921
569,Fiction Novel 334,Books,46.43,1913
570,Body Lotion 279,Beauty,93.21,1350
571,Smartphone 414,Electronics,1546.56,1728
572,Swim Goggles 934,Sports,391.75,3743
573,Toaster 806,Home & Kitchen,176.58,2888
574,Cookbook 529,Books,33.02,3030
575,Jeans 444,Clothing,123.45,2584
576,Camping Tent 662,Sports,186.43,1654
577,Air Fryer 509,Home & Kitchen,460.31,391
578,Vacuum 517,Home & Kitchen,215.64,1169
579,Smartwatch 273,Electronics,300.53,4218
580,Blender 946,Home & Kitchen,132.9,3629
581,Nail Polish 060,Beauty,138.13,3109
582,Self-Help Book 952,Books,11.11,4642
583,Yoga Mat 780,Sports,185.06,3489
584,Tablet 795,Electronics,1416.81,3609
585,Running Shoes 540,Sports,391.09,1117
586,Fiction Novel 518,Books,49.79,550
587,Hat 201,Clothing,73.56,3291
588,Hat 576,Clothing,221.16,2910
589,Jeans 764,Clothing,252.61,985
590,Headphones 155,Electronics,1018.1,4223
591,Shorts 568,Clothing,118.83,1689
592,Cookware Set 089,Home & Kitchen,226.91,2196
593,Moisturizer 327,Beauty,87.92,787
594,Jeans 531,Clothing,246.07,3362
595,Bicycle Helmet 404,Sports,157.64,2349
596,T-Shirt 680,Clothing,166.06,59
597,Eye Cream 964,Beauty,70.14,4233
598,Smartphone 403,Electronics,1548.67,2585
599,Vacuum 717,Home & Kitchen,424.15,2476
600,Speaker 911,Electronics,67.27,1771
601,Sneakers 233,Clothing,291.12,1222
602,Boots 906,Clothing,156.39,1211
603,Fiction Novel 606,Books,50.02,1331
604,Dress 643,Clothing,236.48,4454
605,Shampoo 365,Beauty,144.5,2184
606,Eye Cream 478,Beauty,101.52,1686
607,Body Lotion 016,Beauty,111.65,1560
608,Art Book 285,Books,15.81,3419
609,Monitor 060,Electronics,1803.65,646
610,Toaster 753,Home & Kitchen,479.13,4951
611,Coffee Maker 625,Home & Kitchen,297.45,3405
612,Tablet 170,Electronics,1440.87,1604
613,Vacuum 525,Home & Kitchen,184.95,4651
614,Fiction Novel 281,Books,64.49,2954
615,Hoodie 304,Clothing,214.92,3055
616,Biography 072,Books,44.56,3713
617,Jacket 407,Clothing,126.64,3541
618,Pillow 491,Home & Kitchen,218.56,353
619,Hoodie 094,Clothing,283.09,1369
620,Textbook 963,Books,57.42,4791
621,Coffee Maker 143,Home & Kitchen,387.08,2282
622,Laptop 567,Electronics,832.44,795
623,Toaster 437,Home & Kitchen,322.33,3145
624,Blanket 187,Home & Kitchen,58.24,3347
625,Shampoo 937,Beauty,106.4,4070
626,Self-Help Book 761,Books,16.97,2376
627,Cookbook 441,Books,27.22,4145
628,Headphones 503,Electronics,146.75,2377
629,Lamp 870,Home & Kitchen,165.13,3545
630,Face Mask 342,Beauty,95.63,3232
631,Swim Goggles 132,Sports,390.08,1305
632,Coffee Maker 015,Home & Kitchen,71.36,4352
633,Pillow 944,Home & Kitchen,418.45,2313
634,Blender 089,Home & Kitchen,463.49,2153
635,Nail Polish 916,Beauty,69.77,1225
